"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'mobile_number' length = min - 1","tests.api.user","Sat Feb 21 23:33:15 UTC 2026","skipped","Sat Feb 21 23:33:15 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","559","[WEB Component] Should decrease all products total price","tests.web.component.product","Sat Feb 21 23:47:43 UTC 2026","passed","Sat Feb 21 23:47:44 UTC 2026","TestProductItem","test_product_item","",""
"","177","[API] Update user should return 200_OK when send update user request with valid data. Case: 'first_name' length = max - 1","tests.api.user","Sat Feb 21 23:33:00 UTC 2026","passed","Sat Feb 21 23:33:00 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_year' is negative","tests.api.user","Sat Feb 21 23:33:15 UTC 2026","skipped","Sat Feb 21 23:33:15 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","4730","[WEB] Sign up with valid data. Case: 'last_name' length = max","tests.web.component.auth","Sat Feb 21 23:38:10 UTC 2026","passed","Sat Feb 21 23:38:14 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_day' is zero","tests.api.user","Sat Feb 21 23:33:15 UTC 2026","skipped","Sat Feb 21 23:33:15 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_day' is negative","tests.api.user","Sat Feb 21 23:32:55 UTC 2026","skipped","Sat Feb 21 23:32:55 UTC 2026","TestCreateUserApi","test_create_user","",""
"","173","[API] Update user should return 200_OK when send update user request with valid data. Case: 'state' length = max - 1","tests.api.user","Sat Feb 21 23:33:11 UTC 2026","passed","Sat Feb 21 23:33:11 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","2191","[WEB Component] Order placed page should have expected screenshot","tests.web.component.payment","Sat Feb 21 23:57:10 UTC 2026","passed","Sat Feb 21 23:57:12 UTC 2026","TestPaymentComponent","test_invoice_file","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: expiry year is empty","tests.web.component.payment","Sat Feb 21 23:43:24 UTC 2026","skipped","Sat Feb 21 23:43:24 UTC 2026","TestPaymentComponent","test_payment_component","",""
