"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","[WEB] Sign up with invalid data. Case: 'address2' length = min + 1","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","715","[WEB] Should add product review with valid data. Case: 'message' length = min + 1","tests.web.component.review","Fri Jan 30 03:16:08 UTC 2026","passed","Fri Jan 30 03:16:09 UTC 2026","TestReviewComponent","test_review_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'state' is empty","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","6307","[WEB] Sign up with valid data. Case: 'birth_day' length = 31","tests.web.component.auth","Fri Jan 30 02:59:38 UTC 2026","passed","Fri Jan 30 02:59:44 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name contains emoji","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'address2' length = max - 1","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","10180","[WEB] Sign up with valid data. Case: 'address1' length = min + 1","tests.web.component.auth","Fri Jan 30 03:08:46 UTC 2026","passed","Fri Jan 30 03:08:56 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number only spaces","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","937","[WEB Component] Pay with valid card should show success status message. Case: valid: name min length","tests.web.component.payment","Fri Jan 30 02:59:39 UTC 2026","passed","Fri Jan 30 02:59:40 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'first_name' length = max + 1","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[WEB] Sign up with invalid data. Case: 'address2' length = max","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'mobile_number' has invalid format","tests.api.user","Fri Jan 30 02:48:06 UTC 2026","skipped","Fri Jan 30 02:48:06 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name is empty","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_day' is zero","tests.api.user","Fri Jan 30 02:48:07 UTC 2026","skipped","Fri Jan 30 02:48:07 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: expiry year too long","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","5195","[WEB Component] Search filter should return all products when filter by empty query","tests.web.component.filter","Fri Jan 30 02:57:06 UTC 2026","passed","Fri Jan 30 02:57:11 UTC 2026","TestSearchFilter","test_search_filter","",""
"","0","[WEB] Should have expected screenshot when not send review","tests.web.component.review","Fri Jan 30 03:17:03 UTC 2026","broken","Fri Jan 30 03:17:03 UTC 2026","TestReviewComponent","test_review_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'email' contains username hieroglyphs instead of username","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","239","[API] Create user should return 200_OK when send create user request with valid data. Case: 'zipcode' length = min","tests.api.user","Fri Jan 30 02:49:16 UTC 2026","passed","Fri Jan 30 02:49:16 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'first_name' length = min - 1","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[WEB Component] Products Carousel should show next products when scroll right","tests.web.component.carousel","Fri Jan 30 03:17:02 UTC 2026","broken","Fri Jan 30 03:17:02 UTC 2026","TestProductCarousel","test_product_carousel","",""
"","10209","[WEB] Sign up with valid data. Case: 'city' length = min","tests.web.component.auth","Fri Jan 30 03:06:11 UTC 2026","passed","Fri Jan 30 03:06:21 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_month' is zero","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","2619","[WEB Component] Should navigate to main page by click on header logo","tests.web.component.base","Fri Jan 30 02:50:57 UTC 2026","passed","Fri Jan 30 02:51:00 UTC 2026","TestHeaderComponent","test_header_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'zipcode' has invalid format","tests.api.user","Fri Jan 30 02:49:48 UTC 2026","skipped","Fri Jan 30 02:49:48 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","351","[API] Create user should return 200_OK when send create user request with valid data. Case: 'birth_year' = 10000","tests.api.user","Fri Jan 30 02:48:41 UTC 2026","passed","Fri Jan 30 02:48:42 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: cvc all zeros","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","9385","[WEB] Sign up with valid data. Case: 'zipcode' length = max - 1","tests.web.component.auth","Fri Jan 30 02:50:00 UTC 2026","passed","Fri Jan 30 02:50:09 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","9689","[WEB] Sign up with valid data. Case: 'state' length = max","tests.web.component.auth","Fri Jan 30 03:05:40 UTC 2026","passed","Fri Jan 30 03:05:49 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'state' is empty","tests.api.user","Fri Jan 30 02:48:07 UTC 2026","skipped","Fri Jan 30 02:48:07 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number too long","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","678","[WEB] Should add product review with valid data. Case: 'email' username contains '-'","tests.web.component.review","Fri Jan 30 03:13:26 UTC 2026","passed","Fri Jan 30 03:13:27 UTC 2026","TestReviewComponent","test_review_component","",""
"","180","[API] Create user should return 200_OK when send create user request with valid data. Case: 'last_name' length = max","tests.api.user","Fri Jan 30 02:48:27 UTC 2026","passed","Fri Jan 30 02:48:27 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'email' contains only special symbols","tests.api.user","Fri Jan 30 02:48:06 UTC 2026","skipped","Fri Jan 30 02:48:06 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' contains text before username","tests.web.component.review","Fri Jan 30 03:14:05 UTC 2026","skipped","Fri Jan 30 03:14:05 UTC 2026","TestReviewComponent","test_review_component","",""
"","1244","[API] Update user should return 200_OK when send update user request with valid data. Case: 'city' length = min + 1","tests.api.user","Fri Jan 30 02:49:41 UTC 2026","passed","Fri Jan 30 02:49:43 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","339","[API] Update user should return 200_OK when send update user request with valid data. Case: 'state' length = min","tests.api.user","Fri Jan 30 02:49:30 UTC 2026","passed","Fri Jan 30 02:49:30 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number contains dashes","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'mobile_number' length = max + 1","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","173","[API] Create user should return 200_OK when send create user request with valid data. Case: 'address1' length = max","tests.api.user","Fri Jan 30 02:49:08 UTC 2026","passed","Fri Jan 30 02:49:09 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'name' is absent","tests.api.user","Fri Jan 30 02:49:22 UTC 2026","skipped","Fri Jan 30 02:49:22 UTC 2026","TestCreateUserApi","test_create_user","",""
"","111","[API] Get csrf should return 200_OK when send get csrf request and contains csrf cookie","tests.api.auth","Fri Jan 30 02:48:07 UTC 2026","passed","Fri Jan 30 02:48:07 UTC 2026","TestAuthApi","test_auth","",""
"","374","[API] Create user should return 200_OK when send create user request with valid data. Case: 'company' length = max - 1","tests.api.user","Fri Jan 30 02:48:46 UTC 2026","passed","Fri Jan 30 02:48:47 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number too short","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[WEB Component] Pay with valid card should show success status message. Case: valid: expiry month min","tests.web.component.payment","Fri Jan 30 03:02:45 UTC 2026","failed","Fri Jan 30 03:02:45 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","5150","[WEB Component] Brand filter should filters products by brand","tests.web.component.filter","Fri Jan 30 02:55:59 UTC 2026","passed","Fri Jan 30 02:56:05 UTC 2026","TestBrandFilter","test_brand_filter","",""
"","188","[WEB Component] Should visible user name when authorized","tests.web.component.base","Fri Jan 30 02:53:00 UTC 2026","passed","Fri Jan 30 02:53:00 UTC 2026","TestHeaderComponent","test_header_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'name' length = max - 1","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","8896","[WEB] Sign up with valid data. Case: 'first_name' length = min","tests.web.component.auth","Fri Jan 30 02:52:56 UTC 2026","passed","Fri Jan 30 02:53:05 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_year' is absent","tests.api.user","Fri Jan 30 02:48:07 UTC 2026","skipped","Fri Jan 30 02:48:07 UTC 2026","TestCreateUserApi","test_create_user","",""
"","4093","[WEB Component] Should add product to cart when click on add to cart button","tests.web.component.product","Fri Jan 30 03:05:43 UTC 2026","passed","Fri Jan 30 03:05:47 UTC 2026","TestProductCard","test_product_card_component","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'message' length = max - 1","tests.web.component.review","Fri Jan 30 03:14:05 UTC 2026","skipped","Fri Jan 30 03:14:05 UTC 2026","TestReviewComponent","test_review_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'first_name' length = max","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: name length = min - 1","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'last_name' is empty","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'name' length = min - 1","tests.api.user","Fri Jan 30 02:49:22 UTC 2026","skipped","Fri Jan 30 02:49:22 UTC 2026","TestCreateUserApi","test_create_user","",""
"","2190","[WEB Component] Should increase all products total price","tests.web.component.product","Fri Jan 30 03:09:30 UTC 2026","passed","Fri Jan 30 03:09:33 UTC 2026","TestProductItem","test_product_item","",""
"","1157","[API] Update user should return 200_OK when send update user request with valid data. Case: 'birth_day' = 1","tests.api.user","Fri Jan 30 02:48:55 UTC 2026","passed","Fri Jan 30 02:48:56 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","1367","[WEB Component] Header has expected screenshot","tests.web.component.base","Fri Jan 30 03:17:37 UTC 2026","passed","Fri Jan 30 03:17:38 UTC 2026","TestHeaderComponent","test_header_component","",""
"","1009","[API] Update user should return 200_OK when send update user request with valid data. Case: 'last_name' length = min","tests.api.user","Fri Jan 30 02:48:40 UTC 2026","passed","Fri Jan 30 02:48:41 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: cvc contains special characters","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","771","[WEB] Should add product review with valid data. Case: 'email' username contains '.'","tests.web.component.review","Fri Jan 30 03:12:39 UTC 2026","passed","Fri Jan 30 03:12:39 UTC 2026","TestReviewComponent","test_review_component","",""
"","8576","[WEB] Sign up with valid data. Case: 'first_name' length = min + 1","tests.web.component.auth","Fri Jan 30 02:53:28 UTC 2026","passed","Fri Jan 30 02:53:36 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","358","[API] Create user should return 200_OK when send create user request with valid data. Case: 'address2' length = max","tests.api.user","Fri Jan 30 02:49:15 UTC 2026","passed","Fri Jan 30 02:49:15 UTC 2026","TestCreateUserApi","test_create_user","",""
"","368","[API] Create user should return 200_OK when send create user request with valid data. Case: 'zipcode' length = min + 1","tests.api.user","Fri Jan 30 02:49:18 UTC 2026","passed","Fri Jan 30 02:49:18 UTC 2026","TestCreateUserApi","test_create_user","",""
"","10084","[WEB] Sign up with valid data. Case: 'last_name' length = max - 1","tests.web.component.auth","Fri Jan 30 02:55:49 UTC 2026","failed","Fri Jan 30 02:55:59 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB] Should not add product review with invalid data. Case: 'email' contains domain with one letter","tests.web.component.review","Fri Jan 30 03:14:05 UTC 2026","skipped","Fri Jan 30 03:14:05 UTC 2026","TestReviewComponent","test_review_component","",""
"","348","[API] Update user should return 200_OK when send update user request with valid data. Case: 'mobile_number' length = min + 1","tests.api.user","Fri Jan 30 02:48:50 UTC 2026","passed","Fri Jan 30 02:48:50 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'city' length = max + 1","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: expiry month = 00","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[WEB Component] [WEB Component] Category filter group should be collapsed after expand another group","tests.web.component.filter","Fri Jan 30 03:17:02 UTC 2026","broken","Fri Jan 30 03:17:02 UTC 2026","TestCategoryFilter","test_category_filter","",""
"","0","[API] Create user should return 400_BAD_REQUEST when send create user request with invalid data. Case: 'birth_month' is zero","tests.api.user","Fri Jan 30 02:48:07 UTC 2026","skipped","Fri Jan 30 02:48:07 UTC 2026","TestCreateUserApi","test_create_user","",""
"","0","[WEB] Sign up with invalid data. Case: 'state' length = min","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","0","[WEB] Sign up with invalid data. Case: 'mobile_number' length = min","tests.web.component.auth","Fri Jan 30 02:50:47 UTC 2026","skipped","Fri Jan 30 02:50:47 UTC 2026","TestSignUpWeb","test_signup_component","",""
"","878","[WEB Component] Pay with valid card should show success status message. Case: valid: common latin name","tests.web.component.payment","Fri Jan 30 03:00:49 UTC 2026","passed","Fri Jan 30 03:00:50 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_day' is invalid positive","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'birth_month' is negative","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[API] Update user should return 400_BAD_REQUEST when send update user request with invalid data. Case: 'name' length = max + 1","tests.api.user","Fri Jan 30 02:49:53 UTC 2026","skipped","Fri Jan 30 02:49:53 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","0","[WEB Component] Pay with invalid card should show error message. Case: card number contains special characters","tests.web.component.payment","Fri Jan 30 03:04:11 UTC 2026","skipped","Fri Jan 30 03:04:11 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","790","[WEB Component] Pay with valid card should show success status message. Case: valid: 16 digits number","tests.web.component.payment","Fri Jan 30 03:01:44 UTC 2026","passed","Fri Jan 30 03:01:45 UTC 2026","TestPaymentComponent","test_payment_component","",""
"","227","[API] Update user should return 200_OK when send update user request with valid data. Case: 'last_name' length = max - 1","tests.api.user","Fri Jan 30 02:48:45 UTC 2026","passed","Fri Jan 30 02:48:45 UTC 2026","TestUpdateUserApi","test_update_user","",""
"","12612","Purchase products with login before checkout","tests.web.e2e","Fri Jan 30 03:15:50 UTC 2026","passed","Fri Jan 30 03:16:03 UTC 2026","TestPlaceOrder","test_place_order","",""
"","469","[API] Update user should return 200_OK when send update user request with valid data. Case: 'company' length = max - 1","tests.api.user","Fri Jan 30 02:49:19 UTC 2026","passed","Fri Jan 30 02:49:20 UTC 2026","TestUpdateUserApi","test_update_user","",""
